Race	Gender	Gender Code	Single-Year Ages	Single-Year Ages Code	Year	Year Code	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
White	Female	F	70 years	70	2019	2019	2754	5692824	48.3766931842614	46.569892351756	50.1834940167669	0.921837159441565
White	Female	F	70 years	70	2020	2020	2884	5924967	48.6753765885953	46.8988661505854	50.4518870266053	0.906382876535687
White	Female	F	70 years	70	2021	2021	3137	6059791	51.76746194712	49.9558895908269	53.579034303413	0.924271610353588
White	Female	F	70 years	70	2022	2022	3247	6097551	53.2508871184513	51.4192401385133	55.0825340983894	0.934513765274509
White	Female	F	75 years	75	1999	1999	3591	3703159	96.9712615634381	93.7995665859884	100.142956540888	1.61821172318862
White	Female	F	75 years	75	2000	2000	3573	3725948	95.8950581167531	92.7506725802505	99.0394436532557	1.6042783349503
White	Female	F	75 years	75	2001	2001	3530	3698950	95.4324875978318	92.2842683979048	98.5807067977589	1.60623428567706
White	Female	F	75 years	75	2002	2002	3313	3667267	90.3397543729431	87.263485728738	93.4160230171482	1.56952481847197
White	Female	F	75 years	75	2003	2003	3396	3641215	93.2655720686639	90.128723244599	96.4024208927288	1.60043307350249
White	Female	F	75 years	75	2004	2004	3279	3577134	91.6655624307057	88.5280058200389	94.8031190413724	1.60079418911569
White	Female	F	75 years	75	2005	2005	3324	3531686	94.1193526264793	90.9196877413696	97.3190175115889	1.6324820842396
White	Female	F	75 years	75	2006	2006	3194	3486974	91.5980446083051	88.4213547384234	94.7747344781867	1.62076013769472
White	Female	F	75 years	75	2007	2007	2947	3427172	85.989264618175	82.8846318405549	89.0938973957951	1.58399631511228
White	Female	F	75 years	75	2008	2008	2798	3362728	83.206253969991	80.123149887275	86.2893580527071	1.57301228710002
White	Female	F	75 years	75	2009	2009	2539	3303614	76.8552258223872	73.8657288088506	79.8447228359239	1.52525357833501
White	Female	F	75 years	75	2010	2010	2634	3287271	80.1272544916437	77.0672050166964	83.1873039665909	1.56124973211595
White	Female	F	75 years	75	2011	2011	2526	3270291	77.2408326965399	74.2286150717067	80.253050321373	1.53684572695568
White	Female	F	75 years	75	2012	2012	2568	3284732	78.179894128349	75.1560901114286	81.2036981452693	1.54275715148998
White	Female	F	75 years	75	2013	2013	2553	3340049	76.4360043819716	73.470977462971	79.4010313009723	1.51276883622483
White	Female	F	75 years	75	2014	2014	2779	3420345	81.2491137589922	78.2282549284273	84.269972589557	1.54125450539021
White	Female	F	75 years	75	2015	2015	3072	3479260	88.2946373654168	85.1723002405477	91.4169744902859	1.59302914534137
White	Female	F	75 years	75	2016	2016	3228	3573929	90.3207646262699	87.2049119594452	93.4366172930945	1.58972074837992
White	Female	F	75 years	75	2017	2017	3409	3716831	91.7179177638155	88.6390094431616	94.7968260844693	1.57087159217032
White	Female	F	75 years	75	2018	2018	3862	3943031	97.9449565575315	94.8558562223784	101.034056892685	1.57607159956788
White	Female	F	75 years	75	2019	2019	4085	4095254	99.7496126003418	96.690670486832	102.808554713852	1.56068475179071
White	Female	F	75 years	75	2020	2020	4343	4218840	102.942989068085	99.8813222245388	106.004655911631	1.56207492017667
White	Female	F	75 years	75	2021	2021	4700	4104256	114.515273901043	111.241335088068	117.789212714018	1.67037694539547
White	Female	F	75 years	75	2022	2022	5195	4128910	125.820131705462	122.398656234164	129.24160717676	1.74565075066227
White	Female	F	80 years	80	1999	1999	6082	2686103	226.424675449899	220.734094346739	232.115256553059	2.90335770569412
White	Female	F	80 years	80	2000	2000	5893	2702744	218.037668384427	212.470691987127	223.604644781727	2.84029408025492
White	Female	F	80 years	80	2001	2001	6184	2779168	222.512636875497	216.966686091287	228.058587659706	2.82956672663725
White	Female	F	80 years	80	2002	2002	6094	2840836	214.5143190244	209.128383706754	219.900254342045	2.74792618247217
White	Female	F	80 years	80	2003	2003	6324	2871621	220.224047672029	214.796234615911	225.651860728148	2.7692923755706
White	Female	F	80 years	80	2004	2004	6263	2919814	214.49996472378	209.18754854566	219.812380901901	2.71041641740831
White	Female	F	80 years	80	2005	2005	6319	2937585	215.108669195955	209.804836611263	220.412501780647	2.70603703300598
White	Female	F	80 years	80	2006	2006	6312	2925051	215.791109283223	210.467500611861	221.114717954585	2.71612687314391
White	Female	F	80 years	80	2007	2007	5766	2912053	198.004637965037	192.893776426064	203.11549950401	2.60758241784331
White	Female	F	80 years	80	2008	2008	5436	2900831	187.394577622757	182.412925835571	192.376229409943	2.54165907509493
White	Female	F	80 years	80	2009	2009	5328	2860258	186.276902293429	181.275025724511	191.278778862348	2.5519778412849
White	Female	F	80 years	80	2010	2010	5191	2838020	182.909211351576	177.933374478127	187.885048225026	2.53869228237222
White	Female	F	80 years	80	2011	2011	5226	2810292	185.959323799804	180.917480694394	191.001166905215	2.57236893133209
White	Female	F	80 years	80	2012	2012	4957	2772291	178.805183149965	173.827506106451	183.782860193479	2.53963114464996
White	Female	F	80 years	80	2013	2013	5266	2723815	193.331779140654	188.109995280767	198.55356300054	2.66417543871764
White	Female	F	80 years	80	2014	2014	5399	2682034	201.302444338886	195.932763710402	206.67212496737	2.73963297371642
White	Female	F	80 years	80	2015	2015	5643	2666277	211.643426395682	206.121306520648	217.165546270716	2.81740809950705
White	Female	F	80 years	80	2016	2016	5582	2666251	209.357633621141	203.865387939105	214.849879303176	2.80216616430379
White	Female	F	80 years	80	2017	2017	6017	2679545	224.553049118414	218.879105418501	230.226992818327	2.89486923464945
White	Female	F	80 years	80	2018	2018	6139	2732446	224.670496690511	219.050276897534	230.290716483488	2.86745907804933
White	Female	F	80 years	80	2019	2019	6604	2794000	236.363636363636	230.662870533763	242.064402193509	2.90855399483322
White	Female	F	80 years	80	2020	2020	6650	2838947	234.241780491147	228.611764748798	239.871796233496	2.87245701140248
White	Female	F	80 years	80	2021	2021	7031	2725551	257.966187387431	251.936284643921	263.996090130941	3.07648099158688
White	Female	F	80 years	80	2022	2022	7515	2741232	274.146806983137	267.948475892038	280.345138074237	3.1624138219895
White	Female	F	85 years	85	1999	1999	22069	2594890	850.479211064824	839.25829157543	861.700130554217	5.72495892315985
White	Female	F	85 years	85	2000	2000	22531	2633096	855.684714875569	844.511462414592	866.857967336545	5.70063901070219
White	Female	F	85 years	85	2001	2001	23083	2664217	866.408404420511	855.231215231981	877.58559360904	5.70264754516809
White	Female	F	85 years	85	2002	2002	22753	2683788	847.794237100695	836.778154135274	858.810320066116	5.62045049256175
White	Female	F	85 years	85	2003	2003	23153	2724221	849.894336766364	838.946775840685	860.841897692042	5.58549026820347
White	Female	F	85 years	85	2004	2004	23220	2751124	844.018662917411	833.162483467369	854.874842367454	5.53886706634828
White	Female	F	85 years	85	2005	2005	24275	2811993	863.266729326851	852.40693862192	874.126520031782	5.54070954333204
White	Female	F	85 years	85	2006	2006	24841	2890516	859.396730549148	848.709498700193	870.083962398102	5.45266931069117
White	Female	F	85 years	85	2007	2007	23271	2966345	784.500791377942	774.421223024947	794.580359730936	5.14263691479331
White	Female	F	85 years	85	2008	2008	24064	3028795	794.507386600942	784.468857065032	804.545916136851	5.121698742811
White	Female	F	85 years	85	2009	2009	23201	3100490	748.301074991372	738.672121513188	757.930028469556	4.91273136642037
White	Female	F	85 years	85	2010	2010	23818	3150003	756.126264006733	746.523466978028	765.729061035438	4.89938623913522
White	Female	F	85 years	85	2011	2011	24216	3246764	745.850329743708	736.456200011754	755.244459475662	4.79292333262951
White	Female	F	85 years	85	2012	2012	24675	3285736	750.973297915596	741.603030486346	760.343565344846	4.7807486883928
White	Female	F	85 years	85	2013	2013	25762	3321293	775.661767871729	766.18983374316	785.133702000299	4.83261945335174
White	Female	F	85 years	85	2014	2014	27030	3337547	809.876235450767	800.221248214872	819.531222686662	4.92601389586482
White	Female	F	85 years	85	2015	2015	29467	3354228	878.503190600043	868.472485719971	888.533895480114	5.11770657146495
White	Female	F	85 years	85	2016	2016	30081	3362797	894.523219807797	884.414374403475	904.632065212119	5.15757418587847
White	Female	F	85 years	85	2017	2017	31395	3354895	935.796798409488	925.445200774568	946.148396044409	5.28142736475545
White	Female	F	85 years	85	2018	2018	33238	3349454	992.340841223674	981.6724361969	1003.00924625045	5.44306378917025
White	Female	F	85 years	85	2019	2019	33980	3334297	1019.10537663561	1008.26951434845	1029.94123892278	5.5285011669228
White	Female	F	85 years	85	2020	2020	33294	3312732	1005.03149666197	994.235748224473	1015.82724509947	5.50803491708998
White	Female	F	85 years	85	2021	2021	33085	2910687	1136.67323212699	1124.42492311436	1148.92154113961	6.24913725134091
White	Female	F	85 years	85	2022	2022	35524	2925950	1214.10140296314	1201.47585890862	1226.72694701766	6.44160410945141
White	Male	M	55 years	55	1999	1999	423	5063782	8.35344017574216	7.55737018200313	9.14951016948119	0.406158160070934
White	Male	M	55 years	55	2000	2000	421	5197809	8.09956656737483	7.32585907492524	8.87327405982442	0.394748720637545
White	Male	M	55 years	55	2001	2001	479	5364115	8.92971161132824	8.130014093446	9.72940912921049	0.408008937695021
White	Male	M	55 years	55	2002	2002	432	5830597	7.40918983081835	6.71049919941269	8.10788046222402	0.356474811941668
White	Male	M	55 years	55	2003	2003	494	6050416	8.16472784681252	7.44472484022669	8.88473085339835	0.367348472747872
White	Male	M	55 years	55	2004	2004	482	6314088	7.63372319169451	6.95221832726759	8.31522805612143	0.347706563483121
White	Male	M	55 years	55	2005	2005	518	6605805	7.84158781556525	7.16629022242066	8.51688540870984	0.344539588339076
White	Male	M	55 years	55	2006	2006	612	6901653	8.86744088698751	8.16488858310808	9.56999319086694	0.358445052999708
White	Male	M	55 years	55	2007	2007	564	6838462	8.24746850973216	7.56679760769032	8.928139411774	0.347281072470328
White	Male	M	55 years	55	2008	2008	545	6913901	7.88267000062628	7.22086329096525	8.5444767102873	0.337656484520931
White	Male	M	55 years	55	2009	2009	553	7036638	7.85886669173546	7.20384840055841	8.51388498291251	0.334193005702577
White	Male	M	55 years	55	2010	2010	602	7146083	8.42419546484417	7.75124009819323	9.09715083149511	0.343344574821907
White	Male	M	55 years	55	2011	2011	559	7299446	7.65811542410205	7.02326403350686	8.29296681469723	0.323903770711829
White	Male	M	55 years	55	2012	2012	618	7426243	8.32183918570938	7.66572239358378	8.97795597783498	0.334753465370203
White	Male	M	55 years	55	2013	2013	635	7524979	8.43856175545473	7.78220850290814	9.09491500800133	0.334874108442141
White	Male	M	55 years	55	2014	2014	774	7567749	10.227611935861	9.50706905377656	10.9481548179454	0.367623919430826
White	Male	M	55 years	55	2015	2015	767	7603227	10.0878219208765	9.37389165018255	10.8017521915704	0.364250138109154
White	Male	M	55 years	55	2016	2016	827	7624881	10.8460709091722	10.1068474239712	11.5852943943732	0.377154839388271
White	Male	M	55 years	55	2017	2017	884	7558976	11.6947057379201	10.9237681203183	12.4656433555218	0.39333551918457
White	Male	M	55 years	55	2018	2018	925	7462883	12.3946737473976	11.5959063970731	13.1934410977222	0.407534362410493
White	Male	M	55 years	55	2019	2019	975	7369813	13.2296436829537	12.3992158229211	14.0600715429863	0.423687683690102
White	Male	M	55 years	55	2020	2020	1060	7199900	14.7224267003708	13.8361230470324	15.6087303537092	0.452195741499179
White	Male	M	55 years	55	2021	2021	1185	7111700	16.6626826215954	15.7139544025481	17.6114108406427	0.484045009718028
White	Male	M	55 years	55	2022	2022	1126	7170634	15.7029350542783	14.7857273149989	16.6201427935578	0.467963132285444
White	Male	M	60 years	60	1999	1999	631	4089994	15.4278954932452	14.2241128418928	16.6316781445977	0.614174822118588
White	Male	M	60 years	60	2000	2000	667	4113867	16.2134556124444	14.9829920958804	17.4439191290085	0.627787508451049
White	Male	M	60 years	60	2001	2001	695	4231056	16.4261593323274	15.2049230452223	17.6473956194326	0.623079738318948
White	Male	M	60 years	60	2002	2002	709	4393249	16.1383978008076	14.9504609079449	17.3263346936703	0.606090251460564
White	Male	M	60 years	60	2003	2003	707	4648582	15.208938983974	14.0878365846357	16.3300413833123	0.571991020070565
White	Male	M	60 years	60	2004	2004	710	4836000	14.6815550041356	13.601616679687	15.7614933285843	0.550988941045254
White	Male	M	60 years	60	2005	2005	741	4995868	14.8322573774968	13.7642992619469	15.9002154930466	0.544876589566266
White	Male	M	60 years	60	2006	2006	828	5127052	16.149631406118	15.0496039690224	17.2496588432136	0.561238488314071
White	Male	M	60 years	60	2007	2007	800	5578839	14.3399011873259	13.3461967329578	15.333605641694	0.506992068555158
White	Male	M	60 years	60	2008	2008	851	5800117	14.6721178210715	13.6863285273108	15.6579071148322	0.502953721306478
White	Male	M	60 years	60	2009	2009	874	6060669	14.4208502394703	13.4647768694108	15.3769236095297	0.487792535744634
White	Male	M	60 years	60	2010	2010	909	6288214	14.4556149011468	13.5158684381258	15.3953613641678	0.479462481133159
White	Male	M	60 years	60	2011	2011	893	6608141	13.5136341673097	12.6272897783789	14.3999785562405	0.452216524964704
White	Male	M	60 years	60	2012	2012	909	6527655	13.9253682984165	13.0200926879225	14.8306439089105	0.461875311476521
White	Male	M	60 years	60	2013	2013	1052	6583471	15.979412683674	15.0137865423621	16.9450388249859	0.492666398628531
White	Male	M	60 years	60	2014	2014	1108	6683927	16.5770811081569	15.6009812412642	17.5531809750496	0.498010136169747
White	Male	M	60 years	60	2015	2015	1269	6814088	18.6231818550039	17.5985233611338	19.647840348874	0.52278494585209
White	Male	M	60 years	60	2016	2016	1302	6916690	18.8240328827806	17.8015330349277	19.8465327306336	0.52168359584335
White	Male	M	60 years	60	2017	2017	1441	7031812	20.4925842727308	19.4344986562109	21.5506698892508	0.53983960026526
White	Male	M	60 years	60	2018	2018	1577	7112293	22.1728772985027	21.0785120883725	23.267242508633	0.558349597005207
White	Male	M	60 years	60	2019	2019	1690	7151623	23.6309995647142	22.5043345436261	24.7576645858023	0.57482909239188
White	Male	M	60 years	60	2020	2020	1928	7179085	26.8557901181	25.6570073522128	28.0545728839872	0.611623860146527
White	Male	M	60 years	60	2021	2021	1903	7331430	25.956736953091	24.7905000673013	27.1229738388807	0.595018819280474
White	Male	M	60 years	60	2022	2022	2039	7387442	27.6008935163213	26.4028554980977	28.798931534545	0.611243886848825
White	Male	M	65 years	65	1999	1999	1109	3619643	30.6383806358804	28.83512995185	32.4416313199108	0.920025859199192
White	Male	M	65 years	65	2000	2000	1115	3605311	30.9265969010718	29.1112870207399	32.7419067814036	0.926178510373391
White	Male	M	65 years	65	2001	2001	1074	3595859	29.8676894728075	28.0813847021243	31.6539942434907	0.911379985042458
White	Male	M	65 years	65	2002	2002	1053	3612434	29.1493214824132	27.3886824091683	30.9099605556582	0.898285241451495
White	Male	M	65 years	65	2003	2003	1141	3679382	31.0106425481236	29.2112578863544	32.8100272098927	0.918053398861794
White	Male	M	65 years	65	2004	2004	1087	3769006	28.8404953454571	27.1259695854665	30.5550211054477	0.874758040811532
White	Male	M	65 years	65	2005	2005	1021	3836589	26.6121807678644	24.9797917470444	28.2445697886844	0.832851541234699
White	Male	M	65 years	65	2006	2006	1134	3935236	28.8165690698093	27.1393421816965	30.493795957922	0.855728004139154
White	Male	M	65 years	65	2007	2007	1179	4094688	28.7934025742621	27.1498176154939	30.4369875330303	0.838563754473572
White	Male	M	65 years	65	2008	2008	1064	4344355	24.4915528312028	23.0199128476661	25.9631928147395	0.750836726294241
White	Male	M	65 years	65	2009	2009	1115	4528274	24.623068303729	23.1777589695391	26.0683776379188	0.73740272152542
White	Male	M	65 years	65	2010	2010	1266	4654113	27.2017460684775	25.7033176515341	28.7001744854209	0.764504294358869
White	Male	M	65 years	65	2011	2011	1201	4801082	25.015194491575	23.6004159910503	26.4299729920997	0.721825765573821
White	Male	M	65 years	65	2012	2012	1424	5232533	27.2143529720692	25.8008423057184	28.6278636384199	0.721178911403452
White	Male	M	65 years	65	2013	2013	1543	5435950	28.3851028799014	26.968775727917	29.8014300318858	0.722615893869603
White	Male	M	65 years	65	2014	2014	1672	5660062	29.5403124559413	28.1243458227662	30.9562790891164	0.722431955701576
White	Male	M	65 years	65	2015	2015	1894	5890546	32.1532163571934	30.7051431874703	33.6012895269165	0.738812841695454
White	Male	M	65 years	65	2016	2016	2131	6132295	34.7504482416453	33.2749973561504	36.2258991271401	0.752781064027989
White	Male	M	65 years	65	2017	2017	2101	6052363	34.7137142963831	33.2293375921255	36.1980910006407	0.757335053192668
White	Male	M	65 years	65	2018	2018	2336	6094585	38.3291069039155	36.7747585695666	39.8834552382645	0.793034864463754
White	Male	M	65 years	65	2019	2019	2437	6184025	39.4079907503608	37.8433573413751	40.9726241593465	0.798282351523319
White	Male	M	65 years	65	2020	2020	2619	6293104	41.6169826527577	40.0230905765695	43.2108747289459	0.813210242953175
White	Male	M	65 years	65	2021	2021	2842	6467594	43.9421522130177	42.326583780422	45.5577206456134	0.824269608467188
White	Male	M	65 years	65	2022	2022	2922	6512395	44.8682857842622	43.2414060735929	46.4951654949314	0.830040668708798
White	Male	M	70 years	70	1999	1999	2157	3298619	65.3910015069943	62.6313833881783	68.1506196258103	1.40796842796735
White	Male	M	70 years	70	2000	2000	2031	3288915	61.7528881105167	59.0671826417019	64.4385935793315	1.37025789225246
White	Male	M	70 years	70	2001	2001	1988	3278268	60.6417779144353	57.9760255264773	63.3075303023933	1.36007774895817
White	Male	M	70 years	70	2002	2002	1874	3245790	57.7363292141513	55.1222397498945	60.350418678408	1.33371911441673
White	Male	M	70 years	70	2003	2003	1871	3206546	58.3493890310633	55.7054253169854	60.9933527451413	1.3489610786112
White	Male	M	70 years	70	2004	2004	1835	3166882	57.9434282679304	55.2922298979511	60.5946266379097	1.35265222958127
White	Male	M	70 years	70	2005	2005	1763	3163365	55.7317919367509	53.1302374731069	58.3333464003949	1.3273237059408
White	Male	M	70 years	70	2006	2006	1715	3170662	54.089650678628	51.52966116779	56.649640189466	1.30611709736633
White	Male	M	70 years	70	2007	2007	1693	3192895	53.0239798051611	50.4981742526187	55.5497853577035	1.28867630231755
White	Male	M	70 years	70	2008	2008	1691	3258957	51.887766546168	49.4146234527116	54.3609096396243	1.26180770074303
White	Male	M	70 years	70	2009	2009	1643	3345358	49.1128303757027	46.7380018717852	51.4876588796202	1.21164719587627
White	Male	M	70 years	70	2010	2010	1740	3391018	51.3120248845627	48.9010060645715	53.7230437045538	1.23011164285263
White	Male	M	70 years	70	2011	2011	1756	3505670	50.0902823140798	47.7474171495934	52.4331474785661	1.19533936963587
White	Male	M	70 years	70	2012	2012	1846	3658387	50.4593964498562	48.1575185962817	52.7612743034307	1.17442747631351
White	Male	M	70 years	70	2013	2013	2107	3895724	54.0849403089131	51.7755350082957	56.3943456095304	1.17826801051907
White	Male	M	70 years	70	2014	2014	2384	4054745	58.7953126522136	56.4351298040357	61.1554955003916	1.20417492253976
White	Male	M	70 years	70	2015	2015	2585	4194407	61.6296892504709	59.2538569876489	64.005521513293	1.21215931776636
White	Male	M	70 years	70	2016	2016	2887	4301332	67.1187436821896	64.6703767894467	69.5671105749325	1.24916678201168
White	Male	M	70 years	70	2017	2017	3105	4696082	66.1189476674385	63.7932610066962	68.4446343281808	1.18657482690933
White	Male	M	70 years	70	2018	2018	3397	4875761	69.6711754329222	67.3282339838266	72.0141168820178	1.19537829035491
White	Male	M	70 years	70	2019	2019	3631	5076365	71.5275595824965	69.2009883454355	73.8541308195576	1.18702614135767
White	Male	M	70 years	70	2020	2020	3904	5275819	73.9979896960074	71.6767441241215	76.3192352678933	1.18430896524792
White	Male	M	70 years	70	2021	2021	4264	5471224	77.9350287979436	75.5957597549699	80.2742978409172	1.19350461376208
White	Male	M	70 years	70	2022	2022	4221	5505068	76.6748022004451	74.3616667763791	78.9879376245111	1.18017113472755
White	Male	M	75 years	75	1999	1999	3201	2598738	123.175171948846	118.908036668069	127.442307229623	2.17710983713104
White	Male	M	75 years	75	2000	2000	3202	2619131	122.254289686159	118.01971775714	126.488861615178	2.16049588215253
White	Male	M	75 years	75	2001	2001	3237	2630912	123.037182543544	118.798595568611	127.275769518477	2.1625443749657
White	Male	M	75 years	75	2002	2002	3089	2642321	116.904796956918	112.782118639799	121.027475274036	2.10340730465227
White	Male	M	75 years	75	2003	2003	3171	2659135	119.249304755118	115.098676807068	123.399932703167	2.11766732043331
White	Male	M	75 years	75	2004	2004	3046	2654958	114.728745238154	110.654348029004	118.803142447305	2.07877408630142
White	Male	M	75 years	75	2005	2005	3014	2660667	113.279865537476	109.235623191723	117.324107883229	2.06338895191481
White	Male	M	75 years	75	2006	2006	3110	2661067	116.870413259042	112.762885978075	120.977940540009	2.09567718416691
White	Male	M	75 years	75	2007	2007	2794	2644456	105.655000499157	101.737284710149	109.572716288166	1.99883458622908
White	Male	M	75 years	75	2008	2008	2736	2621514	104.367171031702	100.456404079777	108.277937983626	1.99528926118602
White	Male	M	75 years	75	2009	2009	2706	2597732	104.167789440943	100.242916307743	108.092662574143	2.00248629244894
White	Male	M	75 years	75	2010	2010	2598	2604993	99.7315539811431	95.8965211688086	103.566586793478	1.95664939404822
White	Male	M	75 years	75	2011	2011	2715	2621024	103.585468885443	99.6890109634369	107.48192680745	1.98798873571749
White	Male	M	75 years	75	2012	2012	2785	2654999	104.896461354599	101.000592676406	108.792330032793	1.98768810111925
White	Male	M	75 years	75	2013	2013	2866	2722302	105.278547347061	101.424137766335	109.132956927788	1.96653550037052
White	Male	M	75 years	75	2014	2014	3165	2806684	112.766524482272	108.837819572006	116.695229392537	2.0044412807477
White	Male	M	75 years	75	2015	2015	3614	2869856	125.929663369869	121.823936644101	130.035390095638	2.09475853355557
White	Male	M	75 years	75	2016	2016	3858	2954863	130.564428875383	126.444404048457	134.684453702308	2.10205348312521
White	Male	M	75 years	75	2017	2017	4103	3089031	132.824824354304	128.760535528985	136.889113179623	2.07361674761189
White	Male	M	75 years	75	2018	2018	4544	3294887	137.910647618568	133.900736855516	141.92055838162	2.0458728382919
White	Male	M	75 years	75	2019	2019	4821	3426428	140.700461238351	136.728700972534	144.672221504168	2.02640829888618
White	Male	M	75 years	75	2020	2020	5139	3539105	145.206203263254	141.236098816246	149.176307710263	2.02556349337166
White	Male	M	75 years	75	2021	2021	5369	3494520	153.640557215297	149.530808740614	157.75030568998	2.096810446267
White	Male	M	75 years	75	2022	2022	5874	3515476	167.08974830151	162.816689146794	171.362807456227	2.18013222179412
White	Male	M	80 years	80	1999	1999	4095	1584789	258.394019645518	250.4797366359	266.308302655135	4.03789949470274
White	Male	M	80 years	80	2000	2000	4231	1606270	263.405280556818	255.468232025455	271.342329088181	4.04951455681783
White	Male	M	80 years	80	2001	2001	4376	1681282	260.277573898965	252.565802191247	267.989345606684	3.93457740189718
White	Male	M	80 years	80	2002	2002	4393	1737354	252.855779536007	245.378418432532	260.333140639483	3.81498015483443
White	Male	M	80 years	80	2003	2003	4431	1773800	249.802683504341	242.447351243283	257.158015765398	3.75272054135587
White	Male	M	80 years	80	2004	2004	4479	1818671	246.278738705351	239.06612851951	253.491348891192	3.67990315604134
White	Male	M	80 years	80	2005	2005	4669	1851696	252.147220710095	244.914556212363	259.379885207826	3.69013494782221
White	Male	M	80 years	80	2006	2006	4651	1867182	249.091947116028	241.933108220026	256.250786012031	3.65246882449113
White	Male	M	80 years	80	2007	2007	4399	1889185	232.85173236078	225.970621358601	239.732843362959	3.51077091947913
White	Male	M	80 years	80	2008	2008	4293	1912346	224.488664708165	217.773293198673	231.204036217657	3.42620995382241
White	Male	M	80 years	80	2009	2009	4361	1921250	226.987638256344	220.250658626841	233.724617885846	3.43723450484821
White	Male	M	80 years	80	2010	2010	4428	1930668	229.350670337935	222.595251523547	236.106089152323	3.44664225223894
White	Male	M	80 years	80	2011	2011	4275	1955849	218.575155853034	212.02293076101	225.127380945057	3.34297198572641
White	Male	M	80 years	80	2012	2012	4451	1957694	227.359331948711	220.679891861327	234.038772036095	3.407877595604
White	Male	M	80 years	80	2013	2013	4760	1954228	243.574444742374	236.654791746123	250.494097738625	3.53043520216891
White	Male	M	80 years	80	2014	2014	4879	1946464	250.65965771779	243.626099207425	257.693216228155	3.58855026039019
White	Male	M	80 years	80	2015	2015	5339	1957509	272.744595299434	265.428450972378	280.06073962649	3.73272669747757
White	Male	M	80 years	80	2016	2016	5452	1976253	275.875609043984	268.552568262005	283.198649825963	3.73624529692802
White	Male	M	80 years	80	2017	2017	5754	2006679	286.742423676134	279.333363973753	294.151483378515	3.78013250121477
White	Male	M	80 years	80	2018	2018	6151	2063839	298.03681391814	290.588583218897	305.485044617382	3.80011770369514
White	Male	M	80 years	80	2019	2019	6516	2121021	307.210536812224	299.751175552077	314.669898072371	3.80579656129959
White	Male	M	80 years	80	2020	2020	6690	2165823	308.889507591341	301.48755722116	316.291457961521	3.77650529090854
White	Male	M	80 years	80	2021	2021	6831	2101103	325.11495152784	317.40501378504	332.824889270641	3.93364170551065
White	Male	M	80 years	80	2022	2022	7409	2113739	350.516312562715	342.534812741991	358.497812383438	4.07219378608339
White	Male	M	85 years	85	1999	1999	8067	1034839	779.541551874253	762.53018102994	796.552922718566	8.67927083893511
White	Male	M	85 years	85	2000	2000	8384	1061643	789.719331262958	772.814797170929	806.623865354986	8.6247622918511
White	Male	M	85 years	85	2001	2001	8603	1094483	786.033222992043	769.42313196434	802.643314019746	8.47453623862412
White	Male	M	85 years	85	2002	2002	8869	1122659	789.999456647121	773.557801440522	806.44111185372	8.38859959520353
White	Male	M	85 years	85	2003	2003	9385	1164671	805.806961794361	789.503870968459	822.110052620263	8.31790348260297
White	Male	M	85 years	85	2004	2004	9546	1198940	796.203312926418	780.230943861327	812.175681991509	8.14916789035263
White	Male	M	85 years	85	2005	2005	10206	1251702	815.369792490545	799.550651120788	831.188933860302	8.07099049477403
White	Male	M	85 years	85	2006	2006	10560	1315193	802.923981499293	787.609632439234	818.238330559353	7.81344339798958
White	Male	M	85 years	85	2007	2007	10370	1376012	753.627148600448	739.121965069213	768.132332131684	7.40060384246705
White	Male	M	85 years	85	2008	2008	10614	1430364	742.048877069054	727.931661646154	756.166092491954	7.20266093005111
White	Male	M	85 years	85	2009	2009	11061	1486527	744.083356709969	730.21642215976	757.950291260178	7.07496660724956
White	Male	M	85 years	85	2010	2010	11646	1528404	761.971311250167	748.132260606254	775.81036189408	7.06074012444548
White	Male	M	85 years	85	2011	2011	12073	1610254	749.757491675226	736.383246356975	763.131736993477	6.82359455012811
White	Male	M	85 years	85	2012	2012	12684	1656437	765.739958718623	752.413668556503	779.066248880744	6.79912763373486
White	Male	M	85 years	85	2013	2013	13997	1710806	818.152379638603	804.598214021277	831.706545255929	6.91539062108485
White	Male	M	85 years	85	2014	2014	14767	1751652	843.032748513974	829.435395291088	856.630101736861	6.93742511371759
White	Male	M	85 years	85	2015	2015	16268	1791088	908.27474696944	894.317292203861	922.232201735019	7.1211503906017
White	Male	M	85 years	85	2016	2016	17042	1820369	936.183817676526	922.127973925435	950.239661427617	7.17134885259734
White	Male	M	85 years	85	2017	2017	18488	1849670	999.529645828715	985.121543480385	1013.93774817705	7.35107262669926
White	Male	M	85 years	85	2018	2018	19302	1873994	1029.9926253766	1015.46184191537	1044.52340883783	7.41366503123993
White	Male	M	85 years	85	2019	2019	20337	1907106	1066.38015925701	1051.72384787812	1081.0364706359	7.47770988718843
White	Male	M	85 years	85	2020	2020	20346	1921392	1058.91978315721	1044.36922633328	1073.47033998114	7.42375348159644
White	Male	M	85 years	85	2021	2021	19734	1699823	1160.9444042115	1144.74645876407	1177.14234965892	8.26425788133931
White	Male	M	85 years	85	2022	2022	20966	1709428	1226.49213655094	1209.89003565879	1243.09423744309	8.47045963885265
